#a	+Noun
#a.	+Noun
külah	+Noun
külbastı	+Noun
külçe	+Noun
külek	+Noun+CV
külfet	+Noun
külhan	+Noun
külhanbey	+Noun+P3
külhani	+Noun
külkedi	+Noun+P3
külliyat	+Noun
külliye	+Noun
külot	+Noun
külrenk	+Noun+P3+CV
kült	+Noun
kültabla	+Noun+P3
külte	+Noun
kültivatör	+Noun
kültür	+Noun
kültürev	+Noun+P3
kültürfizik	+Noun+CV
külünk	+Noun+CV
küm	+Noun
kümbet	+Noun
küme	+Noun
kümebulut	+Noun
kümes	+Noun
kümültü	+Noun
kümülüs	+Noun
küncü	+Noun
künde	+Noun
künefe	+Noun
küney	+Noun
künh	+Noun
künk	+Noun
künye	+Noun
küp	+Noun
küpe	+Noun
küpeçiçek	+Noun+P3+CV
küpeçiçeğigiller	+Noun+PL
küpeşte	+Noun
küpleği	+Noun
küpleme	+Noun
kür	+Noun
kürar	+Noun
kürdan	+Noun
kürdi	+Noun
küre	+Noun
kürek	+Noun+CV
kürekayaklılar	+Noun+PL
kürekçi	+Noun
kürekkemik	+Noun+P3+CV
küret	+Noun
küriyum	+Noun
kürk	+Noun
kürkas	+Noun
kürkböcek	+Noun+P3+CV
kürsü	+Noun
kürt	+Noun
kürtaj	+Noun
kürtün	+Noun
küskü	+Noun
küsküt	+Noun+CV
küspe	+Noun
küstere	+Noun
küstümot	+Noun+P3
küsur	+Noun
küsurat	+Noun
küsü	+Noun
küsür	+Noun
küsürat	+Noun
küşat	+Noun
küşne	+Noun
küşüm	+Noun
küt	+Noun
kütikül	+Noun
kütin	+Noun
kütle	+Noun
kütleçekim	+Noun
kütük	+Noun+CV
kütüphane	+Noun
kütüphaneci	+Noun
kütürtü	+Noun
küvet	+Noun
küvöz	+Noun
#l	+Noun
#l.	+Noun
#la	+Noun
labada	+Noun
labirent	+Noun
laborant	+Noun
laboratuar	+Noun
laboratuvar	+Noun
labrador	+Noun
labros	+Noun
laçin	+Noun
laden	+Noun
lades	+Noun
ladin	+Noun
laf	+Noun
lafebe	+Noun+P3
lafız	+Noun+VD
lag	+Noun
lagos	+Noun
lagün	+Noun
lağım	+Noun
lağıv	+Noun+VD
lahana	+Noun
lahavle	+Noun
lahika	+Noun
lahit	+Noun+CV+VD
lahmacun	+Noun
lahuri	+Noun
lahza	+Noun
laisizm	+Noun
laka	+Noun
lakap	+Noun+CV
lakaydi	+Noun
lakerda	+Noun
lakırdı	+Noun
laklak	+Noun+CV
laklaka	+Noun
laklakıyat	+Noun
lakoz	+Noun
lakros	+Noun
laktaz	+Noun
laktik	+Noun+CV
laktoz	+Noun
lal	+Noun+VF
lala	+Noun
lalanga	+Noun
lale	+Noun
laleağaç	+Noun+P3+CV
lalezar	+Noun
lam	+Noun
lama	+Noun
lamba	+Noun
lambri	+Noun
lamel	+Noun
laminarya	+Noun
lamise	+Noun
lanarkit	+Noun
landon	+Noun
lanet	+Noun
langırt	+Noun
langur	+Noun
langust	+Noun
lanolin	+Noun
lantan	+Noun
lantanit	+Noun
lap	+Noun
lapa	+Noun
lapçın	+Noun
lapilli	+Noun
lapina	+Noun
larenjit	+Noun
largo	+Noun
larva	+Noun
laskine	+Noun
laso	+Noun
lasta	+Noun
lasteks	+Noun
lastik	+Noun+CV
lastikağaç	+Noun+P3+CV
lata	+Noun
latanya	+Noun
lateks	+Noun
laterit	+Noun
laterna	+Noun
latife	+Noun
latilokum	+Noun
latinçiçek	+Noun+P3+CV
lav	+Noun
lava	+Noun
lavabo	+Noun
lavaj	+Noun
lavanta	+Noun
lavantaçiçek	+Noun+P3+CV
lavaş	+Noun
lavdanom	+Noun
lavman	+Noun
lavta	+Noun
#layık	+Noun
layiha	+Noun
laytmotif	+Noun
laza	+Noun
lazer	+Noun
lazımlık	+Noun+CV
leasing	+Noun
leb	+Noun
leblebi	+Noun
#ledün	+Noun+CD
legorn	+Noun
leğen	+Noun
leh	+Noun
lehçe	+Noun
lehçebilim	+Noun
lehim	+Noun
lejyon	+Noun
lejyoner	+Noun
leke	+Noun
lekelihumma	+Noun
leksikograf	+Noun
leksikografi	+Noun
leksikolog	+Noun
leksikoloji	+Noun
lektör	+Noun
#lemis	+Noun+VD
lenduha	+Noun
lenf	+Noun
lenfati	+Noun
lenfatizm	+Noun
lenfosit	+Noun
lenger	+Noun
lengüistik	+Noun+CV
leninci	+Noun
lenincilik	+Noun+CV
leninist	+Noun
leninizm	+Noun
lens	+Noun
leopar	+Noun
lepiska	+Noun
lepra	+Noun
lesepase	+Noun
leş	+Noun
##leşkarga	+Noun+P3
letafet	+Noun
letarji	+Noun
leva	+Noun
levazım	+Noun
levazımat	+Noun
levent	+Noun+CV
levha	+Noun
levrek	+Noun+CV
levüloz	+Noun
levye	+Noun
ley	+Noun
leylak	+Noun+CV
leylek	+Noun+CV
leylekgaga	+Noun+P3
leylekgiller	+Noun+PL
lezbiyen	+Noun
lezzet	+Noun
lığ	+Noun
lıkır	+Noun
libas	+Noun
liberal	+Noun+VF
liberalizm	+Noun
liberasyon	+Noun
libero	+Noun
libido	+Noun
libor	+Noun
libre	+Noun
libretto	+Noun
lider	+Noun
liderlik	+Noun+CV
lif	+Noun
lig	+Noun
lika	+Noun
liken	+Noun
likidasyon	+Noun
likidite	+Noun
likit	+Noun+CV
likorinoz	+Noun
likör	+Noun
liman	+Noun
limbo	+Noun
lime	+Noun
limit	+Noun
#limited	+Noun
limon	+Noun
limonata	+Noun
limonit	+Noun
limonküf	+Noun+P3
limontoz	+Noun+P3
limontuz	+Noun+P3
limuzin	+Noun
linç	+Noun
linet	+Noun
linin	+Noun
link	+Noun
linolyum	+Noun
linotip	+Noun
linyit	+Noun
lipari	+Noun
liparit	+Noun
lipit	+Noun
lipom	+Noun
lipsos	+Noun
lipsoz	+Noun
lir	+Noun
lira	+Noun
liret	+Noun
lirik	+Noun+CV
lirizm	+Noun
lisan	+Noun
lisans	+Noun
lisansüst	+Noun+P3
lise	+Noun
liste	+Noun
literatür	+Noun
litografya	+Noun
litolog	+Noun
litoloji	+Noun
litosfer	+Noun
litre	+Noun
liturya	+Noun
lityum	+Noun
liva	+Noun
livar	+Noun
liyakat	+Noun+VF
liyezon	+Noun
lizol	+Noun+VF
lobelya	+Noun
lobi	+Noun
lobut	+Noun
loca	+Noun
loça	+Noun
loda	+Noun
lodos	+Noun
logaritma	+Noun
logo	+Noun
logos	+Noun
loğ	+Noun
loğusa	+Noun
##loğusahumma	+Noun+P3
loğusaot	+Noun+P3
lohusa	+Noun
lojistik	+Noun+CV
lojman	+Noun
lok	+Noun
lokal	+Noun+VF
lokanta	+Noun
lokantacı	+Noun
lokatif	+Noun
lokavt	+Noun
lokma	+Noun
lokmanruh	+Noun+P3
lokomobil	+Noun
lokomotif	+Noun
lokum	+Noun
lolo	+Noun
lombar	+Noun
lomboz	+Noun
lonca	+Noun
longa	+Noun
longpley	+Noun
longuz	+Noun
lop	+Noun
lopçuk	+Noun+CV
lopur	+Noun
lor	+Noun
lorentiyum	+Noun
lort	+Noun+CV
lorta	+Noun
los	+Noun
lostra	+Noun
lostromo	+Noun
losyon	+Noun
lot	+Noun
lota	+Noun
lotarya	+Noun
lotus	+Noun
lotüs	+Noun
lotüş	+Noun
lök	+Noun+CV
lökeşe	+Noun
lökoplast	+Noun
lökosit	+Noun
lökün	+Noun
löpür	+Noun
lös	+Noun
lösemi	+Noun
#lt	+Noun
lumbago	+Noun
lumpektomi	+Noun
lunapark	+Noun
luti	+Noun
lüfer	+Noun
lügat	+Noun
lügatçe	+Noun
lüks	+Noun
lüksmetre	+Noun
lüle	+Noun
lületaş	+Noun+P3
lümen	+Noun
lümpen	+Noun
lüp	+Noun
lüterci	+Noun
lütercilik	+Noun+CV
lütesyum	+Noun
#lütuf	+Noun+VD
lüzum	+Noun
#m	+Noun
#m.	+Noun
maada	+Noun
maarif	+Noun
maaş	+Noun
maazallah	+Noun
mabat	+Noun+CV
mabet	+Noun+CV
mabeyin	+Noun+VD
mablak	+Noun+CV
mabude	+Noun
mabut	+Noun+CV
macar	+Noun
macenta	+Noun
macera	+Noun
maceracı	+Noun
macintosh	+Noun
macun	+Noun
maç	+Noun
maça	+Noun
maço	+Noun
maçuna	+Noun
madalya	+Noun
madalyon	+Noun
madam	+Noun
madde	+Noun
maddiyat	+Noun
madem	+Noun
mademki	+Noun
maden	+Noun
madenkırmız	+Noun
madenkömür	+Noun+P3
madensu	+Noun+P3+SU
madenyün	+Noun+P3
maderşahi	+Noun
madımak	+Noun+CV
madik	+Noun+CV
madrabaz	+Noun
madrepor	+Noun
madrup	+Noun
madun	+Noun
maestro	+Noun
mafiş	+Noun
mafsal	+Noun
mafya	+Noun
maganda	+Noun
magazin	+Noun
magma	+Noun
magnezit	+Noun
magnezyum	+Noun
magri	+Noun
mağ	+Noun
mağara	+Noun
mağarabilim	+Noun
mağaza	+Noun
mağazacı	+Noun
mağduriyet	+Noun
mağfiret	+Noun
mağlubiyet	+Noun
mağma	+Noun
mağmum	+Noun
#mahal	+Noun+VF+CD
mahalle	+Noun
maharet	+Noun
mahcubiyet	+Noun
mahdum	+Noun
mahfaza	+Noun
mahfil	+Noun
mahiyet	+Noun
mahkeme	+Noun
mahkukat	+Noun
mahkumiyet	+Noun
mahkümiyet	+Noun
mahlas	+Noun
mahlep	+Noun+CV
mahluk	+Noun+CV
mahlukat	+Noun
mahmudiye	+Noun
mahmurçiçek	+Noun+P3+CV
mahmuz	+Noun
mahpus	+Noun
mahpushane	+Noun
mahrama	+Noun
mahreç	+Noun+CV
mahremiyet	+Noun
mahrukat	+Noun
mahrumiyet	+Noun
mahsul	+Noun+VF
mahsül	+Noun
mahşer	+Noun
mahunya	+Noun
mahur	+Noun
mahya	+Noun
mahzen	+Noun
mahzur	+Noun
mail	+Noun
maile	+Noun
maişet	+Noun
maiyet	+Noun
majeste	+Noun
majiskül	+Noun
majör	+Noun
majüskül	+Noun
makabil	+Noun+VD
makak	+Noun+CV
makale	+Noun
makam	+Noun
makara	+Noun
makarna	+Noun
makas	+Noun
makasçı	+Noun
makaslıböcek	+Noun+CV
makastar	+Noun
makat	+Noun+CV
makber	+Noun
makbuz	+Noun
makedonca	+Noun
maket	+Noun
maki	+Noun
makina	+Noun
makine	+Noun
makineli	+Noun
##makineyağ	+Noun+P3
makinist	+Noun
makrame	+Noun
makro	+Noun
makroekonomi	+Noun
makroiktisat	+Noun+CV
makroişlemci	+Noun
makrosefal	+Noun
maksat	+Noun+CV
maksimum	+Noun
maktul	+Noun+VF
makuliyet	+Noun
makyaj	+Noun
makyavelci	+Noun
mal	+Noun
mala	+Noun
malak	+Noun+CV
malakit	+Noun
malarya	+Noun
malaz	+Noun
malgama	+Noun
malıtaş	+Noun+P3
malihulya	+Noun
malik	+Noun
malikane	+Noun
malikiyet	+Noun
maliye	+Noun
maliyeci	+Noun
maliyet	+Noun
malkar	+Noun
malkıran	+Noun
malkoç	+Noun
malmüdür	+Noun+P3
malt	+Noun
maltaerik	+Noun+P3+CV
maltahumma	+Noun+P3
maltapalamut	+Noun+P3+CV
#maltapalamutu	+Noun
maltataş	+Noun+P3
maltız	+Noun
maltızkeçi	+Noun+P3
maltoz	+Noun
malul	+Noun+VF
maluliyet	+Noun
malum	+Noun
malumat	+Noun
malvarlık	+Noun+P3+CV
malzeme	+Noun
malzemeci	+Noun
mama	+Noun
mamaliga	+Noun
mambo	+Noun
mamelek	+Noun+CV
mammografi	+Noun
mamografi	+Noun
mamul	+Noun+VF
mamulat	+Noun
mamure	+Noun
mamut	+Noun
mana	+Noun
manas	+Noun
manastır	+Noun
manav	+Noun
manca	+Noun
mancana	+Noun
mancelina	+Noun
mancınık	+Noun+CV
manda	+Noun
mandagöz	+Noun+P3
mandal	+Noun
mandalina	+Noun
mandapost	+Noun
mandar	+Noun
mandepsi	+Noun
mandıra	+Noun
mandıracı	+Noun
mandolin	+Noun
manej	+Noun
manent	+Noun
maneviyat	+Noun
maneviyatçı	+Noun
manevra	+Noun
manga	+Noun
mangal	+Noun
mangalkömür	+Noun+P3
mangan	+Noun
manganez	+Noun
mangır	+Noun
mangiz	+Noun
mango	+Noun
mani	+Noun
mania	+Noun
manifatura	+Noun
manifaturacı	+Noun
manifesto	+Noun
manifold	+Noun
manika	+Noun
manikür	+Noun
maniple	+Noun
manipülasyon	+Noun
manipülatör	+Noun
##manisalale	+Noun+P3
manişka	+Noun
manita	+Noun
manitacı	+Noun
manivela	+Noun
manken	+Noun
manolya	+Noun
manolyagiller	+Noun+PL
manometre	+Noun
mansiyon	+Noun
manşet	+Noun
manşon	+Noun
mantalite	+Noun
mantar	+Noun
mantarağaç	+Noun+P3+CV
mantarbilim	+Noun
mantardoğuran	+Noun
mantaröz	+Noun+P3
mantı	+Noun
mantık	+Noun+CV
mantıkdış	+Noun+P3
mantıkönce	+Noun+P3
mantin	+Noun
mantis	+Noun
manto	+Noun
manya	+Noun
manyat	+Noun
manyetit	+Noun
manyetizma	+Noun
manyeto	+Noun
manyetometre	+Noun
manyezi	+Noun
manyezit	+Noun
manyok	+Noun+CV
manzara	+Noun
manzume	+Noun
mapa	+Noun
mapus	+Noun
maral	+Noun
marangoz	+Noun
marangozbalık	+Noun+P3+CV
marangozhane	+Noun
maranta	+Noun
maraton	+Noun
maraz	+Noun
maraza	+Noun
marda	+Noun
mareşal	+Noun+VF
margarin	+Noun
marifet	+Noun
marihuana	+Noun
marina	+Noun
marj	+Noun
marjin	+Noun
mark	+Noun
marka	+Noun
markaj	+Noun
marke	+Noun
marker	+Noun
market	+Noun
marki	+Noun
markiz	+Noun
markizet	+Noun
markov	+Noun
marksçı	+Noun
marksçılık	+Noun+CV
marksist	+Noun
marley	+Noun
marmelat	+Noun+CV
maroken	+Noun
marpuç	+Noun+CV
mars	+Noun
marsık	+Noun+CV
marsıvanot	+Noun+P3
marş	+Noun
marşandiz	+Noun
mart	+Noun
martaval	+Noun
martı	+Noun
martin	+Noun
martini	+Noun
marul	+Noun
marulcuk	+Noun+CV
maruni	+Noun
maruzat	+Noun
marya	+Noun
masa	+Noun
masaj	+Noun
masajcı	+Noun
masal	+Noun
masalcı	+Noun
masarif	+Noun
masarika	+Noun
masat	+Noun+CV
masateni	+Noun+P3
masatop	+Noun+P3
masiko	+Noun
mask	+Noun
maskanyin	+Noun
maskara	+Noun
maskarata	+Noun
maske	+Noun
maskot	+Noun
maslahat	+Noun
maslahatgüzar	+Noun
maslak	+Noun+CV
mason	+Noun
masör	+Noun
masöz	+Noun
masraf	+Noun
mastar	+Noun
mastara	+Noun
mastektomi	+Noun
master	+Noun
mastı	+Noun
mastıçiçek	+Noun+P3+CV
mastır	+Noun
mastika	+Noun
mastodon	+Noun
masturbasyon	+Noun
masturi	+Noun
mastürbasyon	+Noun
masumiyet	+Noun
masun	+Noun
masuniyet	+Noun
masura	+Noun
maş	+Noun
maşa	+Noun
maşallah	+Noun
maşatlık	+Noun+CV
maşlah	+Noun
maşlak	+Noun+CV
maşrapa	+Noun
mat	+Noun
matador	+Noun
matafora	+Noun
matafyon	+Noun
matah	+Noun
matara	+Noun
matbaa	+Noun
matbaacı	+Noun
#matbu	+Noun
matbua	+Noun
matbuat	+Noun
matem	+Noun
matematik	+Noun+CV
matematikçi	+Noun
materyal	+Noun+VF
materyalizm	+Noun
matine	+Noun
matiz	+Noun
matkap	+Noun+CV
matlup	+Noun+CV
matmazel	+Noun
matrah	+Noun
matrak	+Noun+CV
matris	+Noun
matufiyet	+Noun
maun	+Noun
maval	+Noun
mavera	+Noun
mavidiş	+Noun
mavna	+Noun
mavnacı	+Noun
mavzer	+Noun
maya	+Noun
mayaağaç	+Noun+P3+CV
mayabozan	+Noun
mayasıl	+Noun
maydanoz	+Noun
maydanozgiller	+Noun+PL
maydonoz	+Noun
mayın	+Noun
mayıs	+Noun
mayısböcek	+Noun+P3+CV
mayi	+Noun
mayistra	+Noun
maymun	+Noun
maymunbalık	+Noun+P3+CV
maymuncuk	+Noun+CV
maymunsular	+Noun+PL
mayna	+Noun
mayo	+Noun
mayonez	+Noun
maytap	+Noun+CV
mazak	+Noun+CV
mazarrat	+Noun
mazbata	+Noun
mazeret	+Noun
mazgal	+Noun
mazhariyet	+Noun
mazı	+Noun
mazıdağ	+Noun+P3
mazmun	+Noun
maznun	+Noun
mazoşist	+Noun
mazoşizm	+Noun
mazot	+Noun
mazur	+Noun
mazurka	+Noun
meal	+Noun+VF
mebde	+Noun
mebiz	+Noun
meblağ	+Noun
mebus	+Noun
mebusan	+Noun+PL
mebzul	+Noun+VF
mecal	+Noun+VF
mecaz	+Noun
mecburiyet	+Noun
mecelle	+Noun
mecidiye	+Noun
mecitöz	+Noun+P3
meclis	+Noun
#mecmu	+Noun
mecmua	+Noun
mecra	+Noun
mecus	+Noun
meç	+Noun
#med	+Noun
medar	+Noun
meddah	+Noun
meddücezir	+Noun
medeniyet	+Noun
medet	+Noun+CV
medikososyal	+Noun
medinekurt	+Noun+P3
meditasyon	+Noun
mediyastin	+Noun
medrese	+Noun
medüz	+Noun
medya	+Noun
medyacı	+Noun
medyan	+Noun
medyum	+Noun
mefahir	+Noun
mefhum	+Noun
mefkure	+Noun
mefküre	+Noun
mefruşat	+Noun
mefruşatçı	+Noun
megabayt	+Noun
megafon	+Noun
megahertz	+Noun
megaloman	+Noun
megalomani	+Noun
megametre	+Noun
megapiksel	+Noun
megastar	+Noun
megaton	+Noun
megavat	+Noun
mehaz	+Noun
mehdi	+Noun
#mehil	+Noun+VD
mehlika	+Noun
mehmetçik	+Noun+CV
mehtap	+Noun+CV
mehter	+Noun
mehterbaş	+Noun+P3
mehterhane	+Noun
mekan	+Noun
mekanik	+Noun+CV
mekanizasyon	+Noun
mekanizm	+Noun
mekanizma	+Noun
mekik	+Noun+CV
mekkare	+Noun
mektep	+Noun+CV
mektup	+Noun+CV
melaike	+Noun
melal	+Noun+VF
melamin	+Noun
melanet	+Noun
melanin	+Noun
melankoli	+Noun
melanom	+Noun
melanurya	+Noun
melas	+Noun
melatonin	+Noun
melek	+Noun+CV
melekbalık	+Noun+P3+CV
meleke	+Noun
melekot	+Noun+P3
melengiç	+Noun+CV
meles	+Noun
meleş	+Noun
melih	+Noun
melik	+Noun+CV
melike	+Noun
melinit	+Noun
melisa	+Noun
melodi	+Noun
melodram	+Noun
melon	+Noun
meltem	+Noun
memba	+Noun
membran	+Noun
meme	+Noun
memeliler	+Noun+PL
memişhane	+Noun
memleket	+Noun
memnuiyet	+Noun
memnuniyet	+Noun
memorandum	+Noun
memur	+Noun
memure	+Noun
memurin	+Noun
memuriyet	+Noun
menacer	+Noun
menajer	+Noun
menapoz	+Noun
mendelevyum	+Noun
menderes	+Noun
mendil	+Noun
mendirek	+Noun+CV
menejer	+Noun
menekşe	+Noun
menekşegiller	+Noun+PL
menekşegül	+Noun+P3
menekşerenk	+Noun+P3+CV
menemen	+Noun
menenjit	+Noun
meneviş	+Noun
menfaat	+Noun+VF
menfez	+Noun
mengel	+Noun
mengene	+Noun
meni	+Noun
menisk	+Noun
menkıbe	+Noun
menkul	+Noun+VF
menopoz	+Noun
menstruasyon	+Noun
mensubiyet	+Noun
mensucat	+Noun
mensup	+Noun+CV
menşe	+Noun
menşevik	+Noun+CV
menteşe	+Noun
mentol	+Noun+VF
menü	+Noun
menzil	+Noun
mera	+Noun
merak	+Noun
meral	+Noun
meram	+Noun
merasim	+Noun
mercan	+Noun
mercanada	+Noun
mercanbalık	+Noun+P3+CV
mercanköşk	+Noun
mercanot	+Noun+P3
mercanyılan	+Noun+P3
mercek	+Noun+CV
merci	+Noun
mercimek	+Noun+CV
merdane	+Noun
merdiven	+Noun
meret	+Noun
merhaba	+Noun
merhale	+Noun
merhamet	+Noun
merhem	+Noun
merhum	+Noun
merhume	+Noun
meridyen	+Noun
merinos	+Noun
meristem	+Noun
meritrokrasi	+Noun
meriyet	+Noun
merkantilist	+Noun
merkantilizm	+Noun
merkep	+Noun+CV
merkez	+Noun
merkezci	+Noun
merkeziyet	+Noun
merkeziyetçi	+Noun
merlanos	+Noun
merlengeç	+Noun+CV
mermer	+Noun
mermerşahi	+Noun
mermi	+Noun
merserize	+Noun
mersin	+Noun
mersinbalık	+Noun+P3+CV
mersingiller	+Noun+PL
mersinmorina	+Noun+P3
mersiye	+Noun
#mert	+Noun
mertebe	+Noun
mertek	+Noun+CV
meryemanaasma	+Noun+P3
meryemanaeldiven	+Noun+P3
meryempelesenk	+Noun+P3+CV
mesafe	+Noun
mesaha	+Noun
mesai	+Noun
mesaj	+Noun
mesamat	+Noun
mesane	+Noun
mescit	+Noun+CV
mesel	+Noun
mesele	+Noun
mesih	+Noun
mesire	+Noun
mesken	+Noun
meskukat	+Noun+PL
meslek	+Noun+CV
meslekdaş	+Noun
meslektaş	+Noun
mesnet	+Noun+CV
mesnevi	+Noun
meson	+Noun
mest	+Noun
mesuliyet	+Noun
meşakkat	+Noun+VF
meşale	+Noun
meşe	+Noun
meşecik	+Noun+CV
meşepalamut	+Noun+P3+CV
#meşepalamutu	+Noun
meşgale	+Noun
meşguliyet	+Noun
meşhur	+Noun
meşk	+Noun
meşrep	+Noun+CV
meşrubat	+Noun
meşruiyet	+Noun
meşrutiyet	+Noun
met	+Noun+CV+CD
meta	+Noun
metabolizma	+Noun
metafizik	+Noun+CV
metal	+Noun+VF
metalbilim	+Noun
metalograf	+Noun
metalografi	+Noun
metalurji	+Noun
metamorfizm	+Noun
metamorfoz	+Noun
metan	+Noun
metanet	+Noun
metastaz	+Noun
metatez	+Noun
metelik	+Noun+CV
meteor	+Noun
meteorit	+Noun
meteorolog	+Noun
meteoroloji	+Noun
meteortaş	+Noun+P3
methal	+Noun+VF
methiye	+Noun
#metih	+Noun+VD
metil	+Noun
metilen	+Noun
metin	+Noun+VD
metis	+Noun
metodolog	+Noun
metodoloji	+Noun
metot	+Noun+CV
metraj	+Noun
metrdotel	+Noun
metre	+Noun
metreci	+Noun
metrekare	+Noun
metreküp	+Noun
metres	+Noun
metris	+Noun
metro	+Noun
metrolog	+Noun
metroloji	+Noun
metronom	+Noun
metropol	+Noun+VF
metropolis	+Noun
metropolit	+Noun
metrukat	+Noun
metrukıyet	+Noun
mevcudiyet	+Noun
mevcut	+Noun+CV
#mevdu	+Noun
mevduat	+Noun
mevki	+Noun
mevlevihane	+Noun
mevlevilik	+Noun+CV
mevlit	+Noun+CV
mevlüt	+Noun
mevsim	+Noun
mevta	+Noun
mevzi	+Noun
mevzu	+Noun
mevzuat	+Noun
mey	+Noun
meyan	+Noun
meyanbal	+Noun+P3
meyane	+Noun
meyankök	+Noun+P3
meydan	+Noun
meydancı	+Noun
meydansaz	+Noun+P3
meyhane	+Noun
meyhaneciot	+Noun+P3
meyil	+Noun+VD
meymenet	+Noun
meyva	+Noun
meyve	+Noun
meyvedış	+Noun+P3
meyvehoş	+Noun
meyveiç	+Noun+P3
meyveorta	+Noun+P3
meyveyaprak	+Noun+CV
mezalim	+Noun
mezamir	+Noun
mezar	+Noun
mezarcı	+Noun
mezarlık	+Noun+CV
mezartaş	+Noun+P3
mezat	+Noun+CV
mezbaha	+Noun
mezbele	+Noun
meze	+Noun
mezgit	+Noun+CV
mezhep	+Noun+CV
meziyet	+Noun
mezoderm	+Noun
mezon	+Noun
mezosfer	+Noun
mezra	+Noun
mezun	+Noun
mezuniyet	+Noun
mezura	+Noun
mezür	+Noun
mezzosoprano	+Noun
mıh	+Noun
mıhsıçtı	+Noun
mıknatıs	+Noun
mıneralog	+Noun
mıneraloji	+Noun
mıngır	+Noun
mıntıka	+Noun
mır	+Noun
mırıltı	+Noun
mırnav	+Noun
mısır	+Noun
mısırful	+Noun+P3
mısıröz	+Noun+P3
mısırturna	+Noun+P3
mısıryağ	+Noun+P3
mıskala	+Noun
mısra	+Noun
mıstar	+Noun
mışmış	+Noun
mızıka	+Noun
mızıkçı	+Noun
mızrak	+Noun+CV
mızrap	+Noun+CV
#mi	+Noun
miat	+Noun+CV
mibzer	+Noun
miço	+Noun
mide	+Noun
midibüs	+Noun
midilli	+Noun
midye	+Noun
migmatik	+Noun+CV
migrasyon	+Noun
migren	+Noun
miğfer	+Noun
mihenk	+Noun
mihman	+Noun
mihmandar	+Noun
mihnet	+Noun
mihrace	+Noun
mihrak	+Noun+CV
mihrap	+Noun+CV
mihver	+Noun
mika	+Noun
mikado	+Noun
mikaşist	+Noun
mikoloji	+Noun
mikroamper	+Noun
mikrobilgisayar	+Noun
mikrobiyolog	+Noun
mikrobiyoloji	+Noun
mikroçip	+Noun
mikrodalga	+Noun
mikrodevre	+Noun
mikroekonomi	+Noun
mikroelektronik	+Noun+CV
mikrofiber	+Noun
mikrofilm	+Noun
mikrofiş	+Noun
mikrofon	+Noun
mikrograf	+Noun
mikrografimikrogram	+Noun
mikrogram	+Noun
mikroiktisat	+Noun+CV
mikroişlemci	+Noun
mikroişleyici	+Noun
mikroizlence	+Noun
mikrokart	+Noun
mikrokernel	+Noun
mikroklima	+Noun
mikrokod	+Noun
mikrokok	+Noun+CV
mikrokopya	+Noun
mikrokozmos	+Noun
mikrolit	+Noun
mikrometin	+Noun
mikrometre	+Noun
mikromimari	+Noun
mikron	+Noun
mikroorganizma	+Noun
mikrop	+Noun+CV
mikroprogram	+Noun
mikrosaniye	+Noun
mikrosefal	+Noun
mikrosinema	+Noun
mikrosistem	+Noun
mikroskop	+Noun+CV
mikroskopi	+Noun
mikroyapı	+Noun
mikser	+Noun
miktar	+Noun
mikyas	+Noun
mil	+Noun
milat	+Noun+CV
mildiyu	+Noun
milenyum	+Noun
milföy	+Noun
milibar	+Noun
miligram	+Noun
mililitre	+Noun
milim	+Noun
milimetre	+Noun
milimikron	+Noun
milis	+Noun
milisaniye	+Noun
militan	+Noun
militarist	+Noun
militarizm	+Noun
millet	+Noun
milletvekil	+Noun+P3
milletvekillik	+Noun+P3+CV
milliye	+Noun
milliyet	+Noun
milliyetçi	+Noun
milliyetçilik	+Noun+CV
milliyetperver	+Noun
milyarder	+Noun
milyoner	+Noun
mim	+Noun
mimar	+Noun
mimarbaş	+Noun+P3
mimelez	+Noun
mimelze	+Noun
mimik	+Noun+CV
mimoza	+Noun
minakop	+Noun
minare	+Noun
minber	+Noun
minder	+Noun
mine	+Noun
mineçiçek	+Noun+P3+CV
mineçiçeğigiller	+Noun+PL
mineral	+Noun+VF
mineralbilim	+Noun
mineralog	+Noun
mineraloji	+Noun
miniakımölçer	+Noun
minibar	+Noun
minibilgisayar	+Noun
minibüs	+Noun
minigolf	+Noun
miniklavye	+Noun
minimalizm	+Noun
minimetre	+Noun
minisistem	+Noun
minivan	+Noun
mink	+Noun
minkale	+Noun
minnet	+Noun
minnettar	+Noun
minnoş	+Noun
minör	+Noun
mintan	+Noun
minval	+Noun+VF
minyatür	+Noun
minyon	+Noun
mir	+Noun
miraç	+Noun+CV
miralay	+Noun
miras	+Noun
mirasçı	+Noun
mirasyedi	+Noun
mirza	+Noun
mis	+Noun
misafir	+Noun
misafirhane	+Noun
misafirlik	+Noun+CV
misafirperver	+Noun
misafirpeverlik	+Noun+CV
misak	+Noun
misal	+Noun+VF
misel	+Noun
misil	+Noun+VD
misilleme	+Noun
misina	+Noun
misk	+Noun
misket	+Noun
miskin	+Noun
miskinhane	+Noun
mister	+Noun
mistisizm	+Noun
mistral	+Noun
misvak	+Noun+CV
misyon	+Noun
misyoner	+Noun
mit	+Noun
mitil	+Noun
miting	+Noun
mitolog	+Noun
mitoloji	+Noun
mitos	+Noun
mitoz	+Noun
mitralyöz	+Noun
miyar	+Noun
miyasma	+Noun
miyav	+Noun
miyaz	+Noun
miyokard	+Noun
miyokart	+Noun+CV
miyop	+Noun
miyosen	+Noun
miza	+Noun
mizaç	+Noun+CV
mizah	+Noun
